1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
"Szabó János ev. ""Szabó Autósiskola""",3987,"1173 Budapest, Pesti út 95. 5/20",Brunczvik Miklós István,10196,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szabó Kálmánné ev. ""Lendület Autósiskola""",3043,"7626 Pécs, Felsővámh áz u. 35.",Szabó Kálmánné,11299,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szabó Károly ev. ""Charlie Autósiskola""",3403,"9024 Győr, Répce u. 25.",Szabó Károly,11300,x,x,x,x,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szabó Levente Ferenc ev. ""Pécs 2017 Autósiskola""",6709,"7622 Pécs, Móricz Zs. tér 3. 1/11.",Szabó Levente Ferenc,12084,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szabó Norbert ev.,4086,"2360 Gyál, Mátyás király u. 23.",Laduver Hilda,10836,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szabó Szilveszter egyéni vállalkozó,289,"1222 Budapest, Vöröskeres zt u. 9. D. ép. fsz. 1.",Szabó Szilveszte r,11304,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szabó Zoltán József egyéni vállalkozó,4429,"1144 Budapest, Tihany u. 38-40. III/82.",Szabó Zoltán Józsefné,11306,,,,,x/gya k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szabó Zoltánné egyéni vállalkozó,290,"1142 Budapest, Kassai u. 157/a",Szabó Zoltán Józsefné,11306,,x,,x,x,,,,x,x,,,x,,,,,x,x,,,x,,,,,,,,,,,,,,,,,
Szakál Sándor egyéni vállalkozó,3445,"4138 Komádi, Új u. 7.",Szakál Sándor,11307,x,x,,x,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
Szakali József egyéni vállalkozó,3698,"5008 Szolnok, Balázs Béla út 7.",Szakali József,11308,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szalai Tibor ev. ""Mediterrán Autósiskola""",3045,"7623 Pécs, Ungvár u. 18.",Szalai Tibor,11312,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szalay Autós Iskola Kft.,158,"2310 Szigetszent miklós, Szent Miklós útja 7/D",Buzás- Bandiné Szalay Éva,10796,x,x,x,x,x,x,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
"Száler Szilárd ev. ""STARTSULI Autósiskola""",7700,"7700 Mohács, Kanizsai Dorottya u. 22.",Száler Szilárd,11647,x,x/elm,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZÁM-PONT Kft.,8901,"8900 Zalaegersz eg, Rákóczi u. 4-8.",Németh Dezső,11018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
"SZAT-ER SULI Korlátolt Felelősségű Társaság ""Stop- Autósiskola""",4034,"4026 Debrecen, Bethlen utca 47. 8. em. 1.",Erdei Éva,12108,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZATMÁR 97 Gépjárművezető -képző Bt.,3656,"4900 Fehérgyarm at, Május 14. tér 31. 2. em. 10. ajtó",Máncs Árpád,10900,x,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szatmáry Anett ev. ""Szatmáry Anett Autósiskola""",3935,"3554 Bükkaranyo s, Rákóczi Ferenc út 4.",Bukovens zki Gergely,12284,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szatmáry Árpád ev. ""Szatmáry Árpád Autósiskola""",3937,"3922 Taktaharká ny, Deák Ferenc u. 33.",Szatmáry Árpás,12408,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Széchényi István Egyetem Veres Péter Mezőgazdasági és Élelmiszeripari Technikum, Szakképző Iskola és Kollégium",3390,"9028 Győr, Régi Veszprémi út 1-3.",Vida Zoltán,11970,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
"Széder Ferenc ev. ""FAIR Autósiskola""",6042,"7811 Szalánta, Hunyadi J. u. 153.",Széder Ferenc,11329,,,,x/el m,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szeder Sándor ev. ""UNO Autós Magániskola""",3354,"2400 Dunaújváro s, Dózsa Gy. út 48.",Szeder Sándor,11330,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szegedi Közlekedési Kft.,3319,"6720 Szeged, Deák F. u. 31.",Absolon Róbert,10002,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
Szegedi TÓTH- AUTÓ Oktató és Szolgáltató Kft.,3300,"6722 Szeged, Attila u. 14. fsz. 1.",Tóth Istvánné,11442,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szekeres Sándor ev. ""SZEKERES Autósiskola""",3722,"5200 Törökszent miklós, Kossuth L. u. 123. II. lh. II/37.",Szekeres Sándor,11338,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Széles István ev. ""Jogsi-Labor Autósiskola""",620,"2060 Bicske, Arany J. u. 22.",Széles István,11340,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szella 2001. Kft.""Sárga Taxi Autós-Motoros Iskola""",8064,"2400 Dunaújváro s, Vasmű út 39. fszt.",Füredi Tamás,10403,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szelpo AutoControl Systems Kft.,5504,"8000 Székesfehé rvár, Budai út 390.",Köves Szilárd,10806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,
"Szemenyei Béla ev. ""Szemi Autós-Motoros Iskola""",7804,"5900 Orosháza, Székács József u. 39.",Szemenye i Béla,11680,x,x,x,x,x,x,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szendi János ev. ""SZENDI Autósiskola""",3242,"3868 Encs- Abaujdevec ser, Rózsadomb u. 5.",Szendi János,11342,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szent Bazil Oktatási Központ.,3461,"4087 Hajdúdorog, Ady Endre u. 23-27.",Szilágyi Imre,11355,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
Szent Imre Autósiskola Kft.,6711,"2671 Őrhalom, Rákóczi fejedelem út 71.",Bak Sándor,12039,x,x,x,x,x,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szent István Egyetem SZIE SZTK,9207,"2100 Gödöllő, Páter Károly u. 1.",Budiás János György,10201,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,
"Szent József Katolikus Elektronikai Technikum, Gimnázium és Kollégium",5130,"5100 Jászberény, Rákóczi út 13-15.",Mezei Béla József,10931,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
"Szentannai Sámuel Református Gimnázium, Technikum és Kollégium",3705,"5300 Karcag, Szentannai Sámuel u. 18.",Vigh Zoltán,12135,,,,,x,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,
Szép Adrián Autósiskola Kft.,9042,"3121 Somoskőújf alu,Kodály Zoltán köz 3/A",Szép Adrián,11345,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szeredi Péter egyéni vállalkozó,3174,"5600 Békéscsab a, Dózsa Gy. u. 14.",Szeredi Péter,11347,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szeredi Zsolt Attila egyéni vállalkozó,4382,"5601 Békéscsab a, Dózsa Gy. u. 14.",Szeredi Zsolt Attila,12380,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szerpentin Autós Bt. ""Szerpentin Autósiskola""",8249,"8200 Veszprém, Jutasi út 1.",Dabis István János,12119,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szerviz Oktatási Központ Kft.,9957,"1201 Budapest, Helsinki út 81. 1/103.",István Szilvia,10580,,,,,x,,,,,,,,,,,,,x,x/új,,x,x,x,x,,x,,,x,,,,,,,x,,,
SZERVÓ Bt.,3697,"5300 Karcag, Kálvin u. 1.",Szakáll Attila,11309,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZERVO-91 Autós Magániskola Ec.,3347,"2483 Gárdony, Vörösmarty u. 80.",Fekete Mariann,10368,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZE-SIM TEAM Oktató Bt.,9976,"3300 Eger, Érsek u. 14. 1/8.",Gáspár András,12276,,,,,x,,,,x,x,,,x,,,x,,x,,,,x,,,,,,,,,,,,,,x,,,
SZÉV Kft.,4204,"3527 Miskolc, Bajcsy- Zsilinszky utca 17. II. em.",Bozsik Imre,10189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
SZFINX Kft.,3342,"8000 Székesfehé rvár, Palotai út 5.",ifj. Oláh Miklós,11621,x,x,x,x,x,,,,x,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
"Szi Miklós Ferenc ev ""Fefe Autósiskola""",4327,"8318 Lesenceto maj, Rákóczi tér 22.",Szi Miklós Ferenc,12281,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sziklai Emil egyéni vállalkozó,3400,"9400 Sopron, Cseresznye sor 23.",Sziklai Emil,11349,x,x,x,x,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szikszó-Petrol Kft. ""FÓKUSZ Autós és Motoros Iskola - FAMI""",3264,"3800 Szikszó, Rákóczi u. 22. 2. ép.",Budai Nándor,11645,x,x,x,x,x,x,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
Szilágyi Árpád egyéni vállalkozó,327,"1126 Budapest, Hollósi Simon u. 7. mfsz. 1.",Szilágyi Árpád Sándor,11352,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szilágyi Gábor Mátyás ev.,6502,"8330 Sümeg, Szegedy Róza u. 12- 14.",Szilágyi Gábor Mátyás,11354,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szilvási Imre Rajmund ev ""DriverCenter Autósiskola""",4316,"3399 Andornaktál ya, Kastélykert u. 10.",Nagy László,11001,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szimel Gábor ev. ""STOP autós suli""",5522,"3600 Ózd, Vasvár út 4.",Szimel Gábor,11359,x,x,x,x,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
SZI-TI 97 Oktató - Szolgáltató Bt.,3343,"8000 Székesfehé rvár, Farkasdi u. 19.",Szabó István,11291,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szolnoki 1. sz. Autósiskola Közkereseti Társaság,3730,"5000 Szolnok, Mikszáth Kálmán út 1.",Muhi Zoltán,12402,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szombat Lajos Pál ev. ""Szombat Autósiskola""",3975,"5310 Kisújszállás , Deák Ferenc u. 2/a 3/19.",Szombat Lajos Pál,12153,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szopkó Tibor László ev. ""T- Cross Autósiskola""",4230,"3531 Miskolc, Bársony János u. 41. fsz/1.",Szopkó Tibor László,12126,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szőgyi László egyéni vállalkozó,383,"1172 Budapest, Olaszliszka u. 9.",Szőgyi László,11372,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szőke József ev.,4254,"2014 Csobánka, Hanfland körút 36.",Gécs Gergely,12403,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szremkó Mihály egyéni vállalkozó,3095,"6500 Baja, Magyar u. 6.",Szremkó Mihály,11374,x,x,x,x,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZ-S Kft.,9613,"2600 Vác, Dr Csányi László krt. 24.",Szelényi Sándor,11582,,,,,,,,,,,,,,,,,,x,x,,x,x,x,x,,,,,,,,,,,,x,x,x,
SZTÁR AUTÓSISKOLA Bt.,9183,"3434 Mályi, Kandó Kálmán u. 56.",Limbek László István,11599,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZTÁV Felnőttképző Zrt.,9614,"1149 Budapest, Angol u. 36.",István Szilvia,10580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
"Sztupa Péter ev ""Cargo Autósiskola""",4374,"7131, Tolna, Béri B. Á. U. 35.",Auth József,10044,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szuper Jogsi Autósiskola Kft.,9999,"1073 Budapest, Erzsébet krt. 4. fszt. 4.",Anda János,11633,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szurdoki Autósiskola és Számviteli Szolgáltató Bt.,3553,"2800 Tatabánya, Köztársasá g útja 58. fszt. 2.",Szurdoki Gáborné,12123,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szurdoki Gábor ev. ""Safety Car Autósiskola""",3955,"2800 Tatabánya, Kinizsi Pál u. 77.",Szurdoki Gábor,11377,,,x/gy ak.,x/gy ak.,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szűcs Gergely ev. „Spuri Suli”,4047,"6400 Kiskunhalas , Práger Ábrahám u. 10. 2/3A.",Szűcs Gergely,12290,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szücs Gergő ev. „SzücsBike Autós-Motoros Iskola”,4042,"9026 Győr, Dózsa György rakpart 87.",Szücs József,11382,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szűcs István ev ""Szűcs István Autósiskola Esztergom""",4370,"2500 Esztergom, Ipolyi Arnold u. 9.",Szűcs István,12348,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szücs János egyéni vállalkozó ""Szücs Autósiskola""",3943,"8660 Tab, Rózsadomb u. 47.",Szücs János,11381,x/elm .,x/elm,x/el m.,x/el m,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szűcs János ev. ""HAPPY Autósiskola""",7711,"5055 Jászladány, Új u. 30.",Szűcs János,11977,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szücs József ev. ""Szücsi Autósiskola""",3411,"9026 Győr, Dózsa Gy. rkp. 87.",Szücs József,11382,x,x,x,x,x,,,,x,x,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,
"Szücs Szabolcs András ev ""Szabisuli Autósiskola""",4321,"8000 Székesfehé rvár, Táncsics u. 5. 3/12.",Szücs Szabolcs András,12324,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szűcs Tamás ev. ""KEX Autós- Motoros Iskola""",8042,"3000 Hatvan, Kopja u. 5.",Szűcs Tamás,11384,x,x,x,x,x,x,,,x,x,x,,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,
SZÜCSI SULI Kft.,9026,"9026 Győr, Dózsa György rakpart 87.",Szücs József,11382,x,x,x,x,x,x,,,x,x,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,
"Szűts Gábor ev. ""CoolTúra Autósiskola""",4275,"8143 Sárszentmi hály, Zrínyi Miklós u. 4.",Lánczos György János,10843,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Takács Péter ev. ""MTM Oktatás Autósiskola""",3854,"8900 Zalaegersz eg, Szent László 48.",Takács Péter,11392,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Takács Péter ev. ""VEZESS Velünk Autósiskola""",9938,"8500 Pápa, Gesztenye u. 297/1.",Takács Péter,12164,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takáts Péter ev.,4253,"2013 Pomáz, Panoráma út 42.",Gécs Gergely,12403,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tamás Autósiskola Kft.""King'a Ford Tamás Autósiskola""",3625,"7400 Kaposvár, Fő u. 45. 1/109.",Tamás Zoltán,11399,x,x,x,x,x,x,,,x,x,,,x,,x,x,,x,x,,x,x,x,x,x,x,x,,x,,,,,,,x,x,x,
"Tamás Barnabás ev. ""SIKK Autósiskola""",3241,"3534 Miskolc, Tokaji F. u. 88.",Tamás Barnabás,11396,,x,,x,x,,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
TANGO PROJEKT Autósiskola Kft.,6359,"2233 Ecser, Mikla Pál u. 29.",Lay Ádám,10850,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tar Attila ev. ""Tar Autósiskola""",7422,"3711 Szirmabese nyő, Deák F. u. 6.",Tar Attila,11658,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TÁRNAI BALÁZS ev. ""TÁRNAI AUTÓSISKOLA""",7702,"8200 Veszprém, Pöltenberg Ernő u. 14. 2.em. 11.",Tárnai Balázs,11404,x,x,x,x,x,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tarnai Miklós László ev. ""Jobb1 Autósiskola""",3822,"8595 Kup, Fő u. 93.",Tarnai Miklós László,11406,x,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tarr Árpád ev. ""Telezöld Autós és Motoros Iskola""",7982,"7300 Komló, Gárdonyi Géza u. 9.",Tarr Árpád,11407,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TARZICIUSZ Gépjárművezető Oktató Kft.,613,"2051 Biatorbágy, Szabadság út 96.",Szikora Árpád József,11350,,x/elm .,,x/el m.,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
"TAUSZKY Bt. ""TAUSZKY Autósiskola""",6706,"2030 Érd, Szedő u. 23.",Tauszky Péter Fülöpné,11409,,,,,x,,,,,,,,,,,,,x,x/új,,,x,,,,,,,,,,,,,,,,,
Tavaszi Krisztián Zsolt egyéni vállalkozó,4412,"2451 Ercsi, Dózsa Gy. út 126.",Pásztor Tibor,111111,,,,,x/gya k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TÉBETŰ Kft. ""Szegedjogsi Autósiskola""",4206,"6725 Szeged, Galamb utca 16. B. lház. 1/4.",Semjényi Róbert,12277,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECHNIKA Gépjárművezető -képző Kft.,3842,"8900 Zalaegersz eg, Berzsenyi u. 26/F.",Nemes Béla Attila,11014,x,x,x,x,x,x,,,x,x,,,x,,x,x,,x,x,,x,x,,,x,x,x,,x,,,,,,,x,,,
TED Training & Education & Driving,4059,"8000 Székesfehé rvár, Sütő utca 16. AS 1.",Bánfi Zsolt,11660,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telezöld-28 Autós-Motoros Iskola Szolgáltató Korlátolt Felelősségű Társaság,4007,"5084 Rákócziújfal u, Fő utca 29.",Busa András,12337,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tempó Autó KKT.,3809,"8100 Várpalota, Táncsics u. 5. 1/5",Koncz István Lajos,10733,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEMPÓ AUTÓSISKOLA Bt,4219,"5000 Szolnok, Kapisztrán Szent János utca 24. 1. em. 3.",Viczián Péter,12223,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEMPOMAT- STAR Kft.,9625,"1119 Budapest, Zsombor u. 35.",Csányi Zoltán,10573,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,x,,,
"TENDL KÁROLY Antal ev. ""Békásmegyeri Autósiskola""",5610,"1039 Budapest, Királyok útja 180. 4/13.",Tendl Károly Antal,11410,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terjék Sándor ev. ""TERJÉK Autósiskola""",9967,"4225 Debrecen, Vashámor u. 4/B.",Terjék Sándor,11414,,,,,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terplán Zénó Kolping Technikum, Gimnázius és Szakképző Iskola",9673,"5100 Jászberény, Szabadság tér 1.",Mezei Béla József,10931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
THERMÁL Autósiskola Szolgáltató Kft.,3160,"5600 Békéscsab a, Alkotmány u. 27.",Pap András,11098,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibilux Kft.,4166,"9224 Rajka, Fűzfa utca 31.",Mészáros Tibor,12062,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TIBLEX-LEX Bt.""Talentum Autósiskola""",9422,"1221 Budapest, Leányka u. 24. 3/15.",Szabó Tibor,11640,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIGRIS-T Autósiskola Oktató és Oktatást Szervező Kft.,482,"1223 Budapest, Hanna u. 4.",Késmárky Norbert,10676,,x,,x,x,x,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tima Szabolcs ev. ""TIMA TANODA""",7210,"8598 Pápa, Tapolcafői u. 82.",Tima Szabolcs,11654,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Timár Péter ev. ""Timár Autósiskola""",4142,"8248 Nemesvám os, Rózsa u. 4.",Timár Péter,12272,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIR-SULI Autósiskola Kft.,8864,"7100 Szekszárd, Mátyás király u. 46.",Vékony- Magyar Adrienn,10885,x,x,x,x,x,x,,,x,x,,,x,,x,x,,x,x,,,x,x,x,x,x,,,x,,,,,,,,x,x,
"Tiszavári Katalin Mária ev ""Tiszavári Autósiskola""",4267,"1184 Budapest, Tinódi u. 43.",Tiszavári Katalin Mária,12329,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT KEM Egyesület,9712,"2800 Tatabánya, Kossuth Lajos út 106.",Cserhalmi István,10237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
TIT Öveges József Ismeretterjesztő Egyesület,8900,"8900 Zalaegersz eg, Dísz tér 7. 2/245.",Takács Péter,11392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
T-M-M-T Kft.,9699,"1139 Budapest, Üteg u. 11. B.",Nagy László,11001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
"Tóbiás Szabolcs ev. ""TÓBIÁS Autósiskola""",3908,"3400 Mezőköves d, Hársfa u. 14.",Tóbiás Szabolcs,12238,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tóbiás-Bondár Kft,3917,"3400 Mezőköves d, Hársfa u. 14.",Tóbiás Szabolcs,12238,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tokaj-Hegyalja Egyetem Tokaji Mezőgazdasági Technikum Szakképző Iskola és Kollégium,3212,"3910 Tokaj, Tarcali út 52.",Kecskés János,10646,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
"Toldi Lajos László ev. ""Toldi Motoros Iskola""",4949,"9700 Szombathel y, Hollán E. u. 7.",Toldi Lajos László,11419,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOLDI Oktató és Szolgáltató Bt.,3785,"9700 Szombathel y, Hollán E. u. 7.",Toldi Lajos László,11419,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tolnai Lajos ev. ""Tolnai Autósiskola""",4015,"1186 Budapest, Sina Simon sétány 6. 1/2.",Dekmár Tamás,10273,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Top Klíma és Solar Épületgépészeti Kft.,5583,"5500 Gyomaendr őd, Kiss Bálint u. 3.",R. Nagy Tibor Lajos,11163,x,x,x,x,x,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Top Speed Tréner Oktató és Tanácsadó Korlátolt Felelősségű Társaság,4408,"– 7912 Nagypeterd, Arany János utca 30.",Tórh Sándor,11451,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOPIDO Kft.,3783,"9700 Szombathel y, Welther K. u. 17.",Cseh Géza,11965,x,x,x,x,x,x,,,x,x,x,,x,,x,x,,x,x,,,x,x,x,x,x,,,x,x,,,,,,x,x,x,
TOP-TRAINING Kft.,3976,"5310 Kisújszállás , Táncsics Mihály utca 41.",Váradi Jenő,12187,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tóth András ev ""ASTRA- OROSHÁZA Autósiskola""",4373,"5900 Orosháza, Huba u. 18. 1/1.",Tóth Árpád,11427,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tóth Árpád ev.""ASTRA- TÓTH Autósiskola""",9762,"5900 Orosháza, Hajnal köz 8. 2. em. 8.",Tóth Árpád,11427,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tóth Autósiskola Gépjármüvezetö -képzö Bt.,3224,"3525 Miskolc, Nagy Imre út 17. fsz. 7.",Tóth Tibor,11455,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tóth Dávid ev ""Viktoriusz Autósiskola""",4313,"4030 Debrecen, Kiss Áron u. 32.",Tóth Dávid,12333,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tóth Endre ev. ""Delta 2001 Autósiskola""",3680,"4300 Nyírbátor, Mátyás K. út 22.",Tóth Endre,11434,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tóth Gábor ev. ""Profi-Tóth Autósiskola""",4188,"6640 Csongrád, Hunyadi tér 10/B 3/8.",Kajtár Norbert,11995,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tóth Gábor ev. „Tóth Gábor Magán Autósiskola Gyakorlati Képző Szerv”,4032,"1088 Budapest, Puskin u. 15.",Kulcsár Katalin,10821,,,,,x/gya k.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tóth Gábor Józsefné ev.""MEGA 2003 Autósiskola""",3669,"4742 Csegöld, Kossuth út 27.",Tóth Gábor József,11437,,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
